,tfidf
회사,0.49065246464557893
복지,0.31916847202150694
업무,0.30402815668759725
기업,0.24986832692296237
직원,0.22721097783555014
분위기,0.21576277448657633
문화,0.21180504293437888
연봉,0.21087537444896337
대기업,0.13958308259595698
부서,0.11886475634955423
연차,0.11225082912474105
근무,0.10348538340510911
사업,0.10085574968921954
야근,0.09031065286893505
체계,0.08539669087459595
대한,0.08449358434590659
눈치,0.0829264288990633
조직,0.08220925606745706
수평,0.07591407232335777
환경,0.07392192556889596
보고,0.06895483966110454
경험,0.06823766682949828
개발,0.06621895811831033
최고,0.06433305919075315
기회,0.0601893939414726
사용,0.058834734148438574
장점,0.05705508304778603
시스템,0.055939480865287425
개발자,0.05591291890856127
매우,0.05583323303838279
급여,0.05578010912493048
사내,0.055062936293324226
성장,0.05307078953886243
발전,0.05283173192832701
강도,0.05272548410142238
안정,0.050441155822972844
성과,0.0497239829913666
보상,0.04717403514565549
느낌,0.04714747318892933
개인,0.04595218513625225
노력,0.04526157426137216
출퇴근,0.045235012304646
업계,0.045022516650836744
자유,0.044863144910479796
가능,0.04435846773268281
수준,0.04385379055488582
개선,0.04358817098762424
단점,0.0434287992472673
제도,0.04329598946363651
능력,0.043189741636731886
라벨,0.04170227206006707
글로벌,0.0416225861898886
퇴근,0.04103822314191314
정말,0.040666355747746935
필요,0.03928513399798675
평가,0.038860142690368235
지원,0.03867420899328513
계약,0.03808984594530967
영진,0.03779766442132194
별로,0.03771797855114346
구조,0.036735186152275646
효율,0.03623050897447865
미래,0.03599145136394324
자율,0.03599145136394324
휴가,0.03585864158031245
인사,0.03569926983995551
대우,0.035407088315967776
경쟁,0.03471647744108768
교육,0.03442429591709995
변화,0.03431804809019532
부분,0.03368056112876754
직장,0.03357431330186292
보수,0.033175883950970556
국내,0.03285714047025667
신입,0.03248527307609046
비교,0.032432149162638146
경력,0.032139967638650416
위해,0.0313431089368657
퇴사,0.03131654698013954
제공,0.03131654698013954
자부심,0.031050927412877967
인력,0.03078530784561639
투자,0.029935325230379357
신경,0.02982907740347473
계속,0.02969626761984394
프로세스,0.029165028485320793
경영,0.02889940891805922
추천,0.02879316109115459
안보,0.02868691326424996
소통,0.028554103480619174
관리,0.028447855653714542
임원,0.02839473174026223
수직,0.0282884839133576
본인,0.0282884839133576
월급,0.027544749125025192
승진,0.02749162521157288
커리어,0.027411939341394406
진행,0.02698694803377589
기술,0.026827576293418944
나름,0.026402584985800427
대비,0.02634946107234811
사원,0.026243213245443483
정규직,0.026004155634908065
의사결정,0.026004155634908065
가능성,0.02587134585127728
서비스,0.025658850197468018
정치,0.024463562144790937
삼성,0.02443700018806478
인재,0.024383876274612467
동료,0.024304190404433993
혜택,0.024304190404433993
차이,0.024277628447707835
출근,0.024171380620803207
신규,0.02411825670735089
무량,0.024091694750624736
게임,0.02371982735645853
보장,0.023374521919018485
제대로,0.023294836048840015
프로젝트,0.023108902351756912
스트레스,0.022710473000864553
역량,0.02252453930378145
의견,0.021913614299079832
불만,0.0218073664721752
존재,0.021647994731818256
점점,0.0216214327750921
이직,0.02151518494818747
군대,0.021462061034735157
보임,0.02140893712128284
모든,0.021143317554021268
운영,0.020983945813664324
성과급,0.020957383856938166
내부,0.020957383856938166
실적,0.02090425994348585
영업,0.020744888203128906
입사,0.020744888203128906
크게,0.020665202332950435
어려움,0.020558954506045803
대부분,0.02053239254931965
적극,0.020452706679141175
이미지,0.020426144722415017
가장,0.02031989689551039
압박,0.019735533847534927
인턴,0.019655847977356453
로움,0.01960272406390414
상사,0.01960272406390414
방향,0.01949647623699951
윗사람,0.019230856669737936
합리,0.01920429471301178
생활,0.019071484929380992
실력,0.019071484929380992
인물,0.018646493621762475
시설,0.018221502314143954
구성원,0.01806213057378701
위치,0.01795588274688238
기본,0.017929320790156224
인원,0.01787619687670391
마인드,0.01787619687670391
분야,0.01776994904979928
부바,0.017530891439263865
규모,0.017424643612359236
한국,0.017344957742180762
전체,0.017265271872002292
자체,0.017265271872002292
고객,0.017105900131645348
채용,0.016946528391288403
직급,0.016813718607657617
자주,0.016813718607657617
실무,0.01678715665093146
